Period,Accounts,Category,Note,USD,Income/Expense
2021-01-30,Savings,Entertainment,Transaction 8532,295.90,Expense
2021-10-03,Cash,Transport,Transaction 8533,338.88,Expense
2021-07-22,Credit Card,Food,Transaction 8534,35.61,Expense
2025-06-11,Checking,Misc,Transaction 8535,924.47,Expense
2025-01-17,Checking,Salary,Transaction 8536,641.59,Income
2021-02-01,Credit Card,Sales,Transaction 8537,626.84,Income
2021-03-20,Checking,Food,Transaction 8538,700.12,Expense
2022-04-11,Credit Card,Stock,Transaction 8539,610.06,Income
2020-05-13,Cash,Sales,Transaction 8540,394.81,Income
2022-12-04,Checking,Sales,Transaction 8541,974.87,Income
2021-07-01,Credit Card,Stock,Transaction 8542,699.16,Income
2020-07-03,Checking,Bonus,Transaction 8543,998.11,Income
2024-06-29,Savings,Salary,Transaction 8544,491.65,Income
2023-09-27,Credit Card,Transport,Transaction 8545,690.29,Expense
2022-12-19,Cash,Sales,Transaction 8546,692.67,Income
2020-03-22,Credit Card,Salary,Transaction 8547,705.66,Income
2020-07-11,Checking,Sales,Transaction 8548,662.95,Income
2023-12-16,Checking,Entertainment,Transaction 8549,922.90,Expense
2024-10-08,Savings,Bonus,Transaction 8550,306.04,Income
2025-07-23,Credit Card,Misc,Transaction 8551,306.71,Expense
2020-10-07,Credit Card,Misc,Transaction 8552,21.24,Expense
2022-12-15,Cash,Sales,Transaction 8553,650.98,Income
2022-12-07,Cash,Bonus,Transaction 8554,208.25,Income
2023-05-11,Cash,Stock,Transaction 8555,383.50,Income
2021-08-06,Credit Card,Transport,Transaction 8556,596.37,Expense
2020-12-20,Checking,Transport,Transaction 8557,493.54,Expense
2020-03-16,Credit Card,Bonus,Transaction 8558,837.30,Income
2023-05-06,Credit Card,Bonus,Transaction 8559,801.49,Income
2023-04-23,Credit Card,Misc,Transaction 8560,860.22,Expense
2023-06-15,Cash,Transport,Transaction 8561,234.92,Expense
2023-04-12,Cash,Utilities,Transaction 8562,612.51,Expense
2024-05-16,Savings,Utilities,Transaction 8563,479.97,Expense
2020-04-01,Checking,Transport,Transaction 8564,452.48,Expense
2023-06-17,Cash,Utilities,Transaction 8565,104.84,Expense
2025-07-12,Checking,Salary,Transaction 8566,434.76,Income
2024-04-17,Checking,Stock,Transaction 8567,427.73,Income
2023-02-24,Savings,Transport,Transaction 8568,853.33,Expense
2024-07-17,Credit Card,Transport,Transaction 8569,55.77,Expense
2022-05-12,Cash,Transport,Transaction 8570,979.64,Expense
2023-07-16,Credit Card,Food,Transaction 8571,140.28,Expense
2024-11-24,Savings,Bonus,Transaction 8572,364.06,Income
2025-07-24,Credit Card,Bonus,Transaction 8573,202.30,Income
2023-10-25,Cash,Salary,Transaction 8574,485.57,Income
2020-03-20,Cash,Misc,Transaction 8575,446.29,Expense
2023-08-13,Credit Card,Food,Transaction 8576,467.68,Expense
2023-04-09,Savings,Misc,Transaction 8577,87.17,Expense
2025-05-16,Savings,Food,Transaction 8578,351.77,Expense
2024-10-30,Savings,Misc,Transaction 8579,466.15,Expense
2021-03-25,Savings,Utilities,Transaction 8580,339.70,Expense
2023-09-18,Credit Card,Transport,Transaction 8581,724.44,Expense
2024-08-22,Checking,Utilities,Transaction 8582,815.62,Expense
2020-01-24,Savings,Utilities,Transaction 8583,587.78,Expense
2023-07-14,Checking,Misc,Transaction 8584,942.11,Expense
2025-02-09,Checking,Transport,Transaction 8585,497.57,Expense
2023-03-02,Savings,Bonus,Transaction 8586,874.19,Income
2021-08-10,Checking,Entertainment,Transaction 8587,768.46,Expense
2023-06-21,Credit Card,Utilities,Transaction 8588,146.01,Expense
2023-08-04,Savings,Entertainment,Transaction 8589,18.69,Expense
2021-09-30,Savings,Entertainment,Transaction 8590,526.19,Expense
2021-04-30,Cash,Food,Transaction 8591,279.91,Expense
2024-05-04,Credit Card,Entertainment,Transaction 8592,819.43,Expense
2024-07-18,Credit Card,Salary,Transaction 8593,731.57,Income
2022-05-29,Savings,Entertainment,Transaction 8594,306.41,Expense
2022-08-06,Cash,Sales,Transaction 8595,75.96,Income
2021-01-04,Cash,Misc,Transaction 8596,316.75,Expense
2023-01-28,Savings,Salary,Transaction 8597,760.95,Income
2020-12-11,Savings,Misc,Transaction 8598,239.50,Expense
2020-07-01,Credit Card,Salary,Transaction 8599,82.92,Income
2023-09-10,Savings,Bonus,Transaction 8600,71.06,Income
2022-02-05,Cash,Food,Transaction 8601,537.40,Expense
2023-02-09,Savings,Food,Transaction 8602,208.83,Expense
2020-10-21,Cash,Utilities,Transaction 8603,592.02,Expense
2023-12-13,Checking,Food,Transaction 8604,826.02,Expense
2024-06-12,Credit Card,Bonus,Transaction 8605,270.70,Income
2023-08-06,Credit Card,Entertainment,Transaction 8606,593.47,Expense
2020-01-02,Cash,Entertainment,Transaction 8607,310.75,Expense
2024-07-09,Cash,Misc,Transaction 8608,386.11,Expense
2021-05-14,Cash,Food,Transaction 8609,293.57,Expense
2021-12-15,Savings,Entertainment,Transaction 8610,360.61,Expense
2022-06-14,Credit Card,Sales,Transaction 8611,512.02,Income
2022-09-24,Savings,Food,Transaction 8612,351.72,Expense
2021-06-01,Savings,Salary,Transaction 8613,148.13,Income
2024-06-01,Checking,Stock,Transaction 8614,935.54,Income
2024-01-22,Checking,Food,Transaction 8615,694.75,Expense
2024-11-18,Savings,Salary,Transaction 8616,351.27,Income
2023-04-06,Credit Card,Salary,Transaction 8617,213.10,Income
2024-03-08,Checking,Stock,Transaction 8618,266.15,Income
2021-04-12,Credit Card,Salary,Transaction 8619,761.08,Income
2023-05-16,Credit Card,Entertainment,Transaction 8620,431.09,Expense
2021-11-01,Credit Card,Stock,Transaction 8621,620.75,Income
2024-11-15,Savings,Stock,Transaction 8622,395.50,Income
2025-06-24,Savings,Entertainment,Transaction 8623,388.95,Expense
2020-03-24,Savings,Entertainment,Transaction 8624,24.19,Expense
2022-01-07,Savings,Food,Transaction 8625,808.77,Expense
2021-07-04,Credit Card,Salary,Transaction 8626,526.45,Income
2024-12-01,Cash,Entertainment,Transaction 8627,451.70,Expense
2021-11-06,Credit Card,Salary,Transaction 8628,788.55,Income
2021-10-28,Credit Card,Sales,Transaction 8629,332.59,Income
2024-04-30,Cash,Sales,Transaction 8630,77.23,Income
2025-02-05,Savings,Stock,Transaction 8631,332.67,Income
2025-03-21,Credit Card,Transport,Transaction 8632,694.93,Expense
2020-04-02,Checking,Sales,Transaction 8633,359.49,Income
2021-01-09,Checking,Sales,Transaction 8634,208.66,Income
2021-11-11,Savings,Food,Transaction 8635,224.29,Expense
2024-09-22,Savings,Misc,Transaction 8636,350.19,Expense
2022-02-05,Savings,Bonus,Transaction 8637,914.95,Income
2024-06-29,Checking,Food,Transaction 8638,17.85,Expense
2022-09-28,Checking,Salary,Transaction 8639,785.90,Income
2022-12-30,Savings,Bonus,Transaction 8640,160.69,Income
2020-04-05,Cash,Transport,Transaction 8641,183.27,Expense
2025-03-05,Cash,Utilities,Transaction 8642,260.06,Expense
2024-02-05,Credit Card,Salary,Transaction 8643,10.84,Income
2025-07-12,Cash,Food,Transaction 8644,836.02,Expense
2022-08-11,Checking,Sales,Transaction 8645,81.72,Income
2024-03-29,Savings,Utilities,Transaction 8646,357.80,Expense
2021-10-20,Credit Card,Entertainment,Transaction 8647,322.37,Expense
2020-01-14,Cash,Transport,Transaction 8648,958.33,Expense
2020-06-05,Checking,Entertainment,Transaction 8649,809.05,Expense
2024-11-28,Checking,Salary,Transaction 8650,473.60,Income
2020-12-26,Credit Card,Sales,Transaction 8651,285.49,Income
2023-03-06,Cash,Bonus,Transaction 8652,122.02,Income
2024-12-10,Checking,Salary,Transaction 8653,944.34,Income
2021-02-05,Savings,Food,Transaction 8654,939.59,Expense
2025-05-18,Savings,Bonus,Transaction 8655,106.68,Income
2025-02-19,Credit Card,Transport,Transaction 8656,704.82,Expense
2023-05-22,Checking,Entertainment,Transaction 8657,817.53,Expense
2025-06-06,Savings,Misc,Transaction 8658,75.77,Expense
2022-12-28,Savings,Sales,Transaction 8659,533.92,Income
2024-09-18,Credit Card,Food,Transaction 8660,880.73,Expense
2022-08-18,Savings,Utilities,Transaction 8661,390.38,Expense
2022-10-06,Credit Card,Salary,Transaction 8662,149.50,Income
2020-05-23,Cash,Stock,Transaction 8663,593.91,Income
2020-05-24,Checking,Sales,Transaction 8664,984.76,Income
2022-09-12,Savings,Salary,Transaction 8665,129.08,Income
2020-02-20,Checking,Utilities,Transaction 8666,839.88,Expense
2024-05-19,Cash,Entertainment,Transaction 8667,760.49,Expense
2022-07-25,Cash,Utilities,Transaction 8668,485.66,Expense
2024-09-17,Savings,Transport,Transaction 8669,683.21,Expense
2024-10-13,Savings,Utilities,Transaction 8670,543.20,Expense
2023-11-07,Credit Card,Stock,Transaction 8671,458.44,Income
2021-02-22,Savings,Salary,Transaction 8672,633.15,Income
2023-10-30,Savings,Transport,Transaction 8673,189.20,Expense
2024-12-27,Credit Card,Stock,Transaction 8674,439.37,Income
2020-11-21,Credit Card,Food,Transaction 8675,137.91,Expense
2020-12-13,Savings,Transport,Transaction 8676,548.90,Expense
2022-09-06,Cash,Food,Transaction 8677,434.29,Expense
2023-06-19,Cash,Transport,Transaction 8678,404.74,Expense
2024-05-01,Credit Card,Transport,Transaction 8679,678.63,Expense
2025-01-16,Checking,Entertainment,Transaction 8680,296.03,Expense
2024-01-24,Checking,Sales,Transaction 8681,815.35,Income
2025-05-31,Credit Card,Bonus,Transaction 8682,613.90,Income
2022-04-22,Savings,Food,Transaction 8683,344.28,Expense
2020-10-27,Credit Card,Misc,Transaction 8684,807.92,Expense
2023-12-11,Savings,Stock,Transaction 8685,867.48,Income
2022-11-05,Credit Card,Food,Transaction 8686,511.30,Expense
2022-09-24,Savings,Misc,Transaction 8687,903.95,Expense
2021-01-07,Checking,Sales,Transaction 8688,534.16,Income
2025-02-21,Cash,Stock,Transaction 8689,41.47,Income
2021-01-28,Checking,Entertainment,Transaction 8690,138.56,Expense
2021-04-10,Savings,Sales,Transaction 8691,893.25,Income
2022-02-08,Cash,Salary,Transaction 8692,353.46,Income
2025-06-26,Cash,Entertainment,Transaction 8693,357.57,Expense
2021-01-18,Cash,Stock,Transaction 8694,405.02,Income
2025-05-08,Checking,Food,Transaction 8695,442.89,Expense
2020-12-09,Checking,Bonus,Transaction 8696,772.40,Income
2020-03-15,Credit Card,Entertainment,Transaction 8697,75.44,Expense
2023-09-05,Checking,Bonus,Transaction 8698,777.82,Income
2020-08-17,Savings,Transport,Transaction 8699,381.51,Expense
2025-07-14,Savings,Food,Transaction 8700,537.27,Expense
2024-05-15,Checking,Sales,Transaction 8701,996.41,Income
2024-06-29,Credit Card,Stock,Transaction 8702,613.08,Income
2025-07-14,Credit Card,Stock,Transaction 8703,754.64,Income
2024-11-23,Cash,Bonus,Transaction 8704,186.70,Income
2021-04-23,Checking,Transport,Transaction 8705,579.63,Expense
2023-01-27,Cash,Stock,Transaction 8706,395.88,Income
2024-04-21,Credit Card,Stock,Transaction 8707,874.79,Income
2023-12-02,Savings,Salary,Transaction 8708,996.77,Income
2022-10-14,Checking,Salary,Transaction 8709,717.44,Income
2021-09-01,Cash,Misc,Transaction 8710,662.72,Expense
2024-12-10,Credit Card,Misc,Transaction 8711,2.93,Expense
2022-03-09,Checking,Food,Transaction 8712,968.95,Expense
2023-03-08,Credit Card,Sales,Transaction 8713,63.72,Income
2023-09-22,Credit Card,Stock,Transaction 8714,575.68,Income
2023-06-21,Cash,Salary,Transaction 8715,368.87,Income
2020-11-29,Checking,Utilities,Transaction 8716,799.79,Expense
2020-10-12,Checking,Transport,Transaction 8717,166.86,Expense
2021-09-26,Credit Card,Salary,Transaction 8718,229.71,Income
2024-04-11,Credit Card,Sales,Transaction 8719,433.52,Income
2023-03-18,Savings,Utilities,Transaction 8720,995.74,Expense
2023-09-26,Credit Card,Bonus,Transaction 8721,535.22,Income
2020-10-06,Checking,Stock,Transaction 8722,699.80,Income
2023-11-16,Cash,Food,Transaction 8723,416.46,Expense
2023-03-01,Credit Card,Salary,Transaction 8724,886.87,Income
2024-06-03,Savings,Food,Transaction 8725,991.33,Expense
2025-02-03,Cash,Sales,Transaction 8726,989.56,Income
2025-01-10,Cash,Food,Transaction 8727,815.32,Expense
2024-05-09,Savings,Food,Transaction 8728,55.19,Expense
2021-01-01,Checking,Entertainment,Transaction 8729,446.94,Expense
2021-03-12,Savings,Bonus,Transaction 8730,941.69,Income
2022-04-05,Cash,Sales,Transaction 8731,865.32,Income
2022-02-08,Checking,Bonus,Transaction 8732,384.72,Income
2021-12-23,Cash,Transport,Transaction 8733,634.18,Expense
2022-01-30,Checking,Transport,Transaction 8734,266.86,Expense
2021-05-06,Checking,Bonus,Transaction 8735,986.35,Income
2022-01-27,Savings,Sales,Transaction 8736,742.26,Income
2023-02-09,Savings,Bonus,Transaction 8737,698.27,Income
2024-12-20,Checking,Entertainment,Transaction 8738,576.83,Expense
2023-03-03,Cash,Misc,Transaction 8739,114.85,Expense
2022-01-09,Credit Card,Bonus,Transaction 8740,604.52,Income
2020-05-25,Cash,Salary,Transaction 8741,162.76,Income
2022-08-24,Checking,Sales,Transaction 8742,685.14,Income
2022-04-02,Cash,Entertainment,Transaction 8743,282.39,Expense
2022-02-22,Savings,Utilities,Transaction 8744,4.69,Expense
2021-01-05,Checking,Utilities,Transaction 8745,49.87,Expense
2021-11-01,Credit Card,Stock,Transaction 8746,885.29,Income
2024-02-15,Cash,Misc,Transaction 8747,396.79,Expense
2021-06-08,Cash,Misc,Transaction 8748,685.24,Expense
2020-02-16,Checking,Sales,Transaction 8749,569.81,Income
2022-07-29,Cash,Salary,Transaction 8750,933.87,Income
2022-01-07,Savings,Salary,Transaction 8751,550.39,Income
2021-06-28,Cash,Sales,Transaction 8752,577.82,Income
2024-04-30,Cash,Utilities,Transaction 8753,8.66,Expense
2021-12-26,Cash,Stock,Transaction 8754,487.41,Income
2024-06-23,Savings,Bonus,Transaction 8755,985.15,Income
2020-10-14,Checking,Stock,Transaction 8756,265.10,Income
2024-01-25,Cash,Transport,Transaction 8757,734.69,Expense
2020-07-29,Credit Card,Stock,Transaction 8758,357.53,Income
2025-06-20,Cash,Salary,Transaction 8759,16.44,Income
2022-08-20,Checking,Bonus,Transaction 8760,551.46,Income
2022-07-26,Credit Card,Sales,Transaction 8761,856.67,Income
2024-09-27,Credit Card,Entertainment,Transaction 8762,14.46,Expense
2021-02-26,Cash,Entertainment,Transaction 8763,684.64,Expense
2023-04-30,Credit Card,Entertainment,Transaction 8764,275.44,Expense
2020-07-25,Checking,Salary,Transaction 8765,803.17,Income
2022-12-04,Cash,Transport,Transaction 8766,916.45,Expense
2023-06-07,Checking,Bonus,Transaction 8767,299.90,Income
2020-06-12,Credit Card,Stock,Transaction 8768,759.82,Income
2024-12-15,Checking,Bonus,Transaction 8769,42.84,Income
2021-08-20,Checking,Sales,Transaction 8770,729.92,Income
2024-07-24,Credit Card,Entertainment,Transaction 8771,854.34,Expense
2020-03-17,Credit Card,Transport,Transaction 8772,745.54,Expense
2020-07-26,Checking,Stock,Transaction 8773,156.20,Income
2023-01-25,Savings,Utilities,Transaction 8774,41.32,Expense
2023-12-11,Cash,Entertainment,Transaction 8775,183.41,Expense
2023-12-22,Checking,Transport,Transaction 8776,946.70,Expense
2023-04-14,Checking,Sales,Transaction 8777,379.77,Income
2020-06-30,Credit Card,Bonus,Transaction 8778,788.66,Income
2022-08-18,Savings,Stock,Transaction 8779,223.43,Income
2020-12-02,Credit Card,Bonus,Transaction 8780,251.12,Income
2020-09-12,Checking,Sales,Transaction 8781,133.69,Income
2024-07-12,Cash,Transport,Transaction 8782,907.81,Expense
2025-01-25,Checking,Sales,Transaction 8783,634.88,Income
2020-07-11,Cash,Transport,Transaction 8784,722.00,Expense
2022-09-05,Credit Card,Utilities,Transaction 8785,472.80,Expense
2024-08-17,Credit Card,Stock,Transaction 8786,398.82,Income
2025-04-26,Checking,Sales,Transaction 8787,417.98,Income
2025-06-09,Cash,Sales,Transaction 8788,539.61,Income
2025-05-30,Checking,Food,Transaction 8789,276.86,Expense
2020-08-04,Checking,Utilities,Transaction 8790,707.88,Expense
2025-01-20,Checking,Entertainment,Transaction 8791,888.00,Expense
2024-08-11,Cash,Food,Transaction 8792,505.29,Expense
2021-11-08,Cash,Stock,Transaction 8793,98.83,Income
2025-05-30,Savings,Bonus,Transaction 8794,721.25,Income
2023-06-11,Cash,Entertainment,Transaction 8795,877.84,Expense
2022-06-26,Checking,Stock,Transaction 8796,203.38,Income
2021-09-23,Savings,Misc,Transaction 8797,897.81,Expense
2024-01-02,Savings,Entertainment,Transaction 8798,154.37,Expense
2022-07-15,Checking,Misc,Transaction 8799,891.21,Expense
2023-09-15,Cash,Entertainment,Transaction 8800,716.02,Expense
2020-09-08,Savings,Food,Transaction 8801,999.76,Expense
2021-07-02,Cash,Salary,Transaction 8802,703.65,Income
2023-01-17,Credit Card,Food,Transaction 8803,221.66,Expense
2022-02-19,Cash,Entertainment,Transaction 8804,36.85,Expense
2024-07-30,Cash,Transport,Transaction 8805,198.98,Expense
2024-07-25,Checking,Transport,Transaction 8806,197.99,Expense
2021-11-26,Cash,Bonus,Transaction 8807,2.93,Income
2025-02-10,Cash,Sales,Transaction 8808,732.03,Income
2023-11-11,Savings,Transport,Transaction 8809,157.44,Expense
2020-08-28,Cash,Sales,Transaction 8810,9.06,Income
2022-07-28,Cash,Transport,Transaction 8811,376.24,Expense
2022-04-11,Savings,Entertainment,Transaction 8812,766.04,Expense
2023-01-16,Cash,Sales,Transaction 8813,103.63,Income
2020-03-25,Checking,Stock,Transaction 8814,904.18,Income
2022-05-18,Cash,Misc,Transaction 8815,669.01,Expense
2025-04-05,Checking,Sales,Transaction 8816,156.72,Income
2024-02-09,Savings,Utilities,Transaction 8817,421.04,Expense
2022-03-30,Credit Card,Salary,Transaction 8818,253.95,Income
2024-04-24,Checking,Stock,Transaction 8819,621.49,Income
2021-07-16,Checking,Misc,Transaction 8820,773.42,Expense
2021-08-28,Cash,Misc,Transaction 8821,399.85,Expense
2021-02-03,Savings,Entertainment,Transaction 8822,432.62,Expense
2021-06-16,Cash,Transport,Transaction 8823,428.91,Expense
2025-06-29,Checking,Utilities,Transaction 8824,508.19,Expense
2020-02-02,Cash,Salary,Transaction 8825,206.59,Income
2022-02-19,Savings,Utilities,Transaction 8826,224.55,Expense
2021-08-16,Cash,Transport,Transaction 8827,313.42,Expense
2025-05-24,Savings,Misc,Transaction 8828,177.27,Expense
2023-10-25,Cash,Salary,Transaction 8829,129.50,Income
2023-12-19,Cash,Sales,Transaction 8830,434.61,Income
2023-05-19,Savings,Misc,Transaction 8831,33.52,Expense
2024-01-18,Checking,Entertainment,Transaction 8832,436.82,Expense
2020-04-08,Savings,Sales,Transaction 8833,431.85,Income
2021-04-01,Savings,Misc,Transaction 8834,81.09,Expense
2023-12-28,Credit Card,Bonus,Transaction 8835,580.54,Income
2021-01-09,Cash,Transport,Transaction 8836,312.59,Expense
2024-10-01,Savings,Entertainment,Transaction 8837,436.02,Expense
2025-07-23,Cash,Transport,Transaction 8838,379.53,Expense
2023-11-30,Checking,Food,Transaction 8839,24.22,Expense
2024-01-18,Cash,Sales,Transaction 8840,440.65,Income
2022-09-03,Cash,Stock,Transaction 8841,579.72,Income
2024-04-21,Savings,Stock,Transaction 8842,695.71,Income
2021-08-31,Cash,Salary,Transaction 8843,520.02,Income
2020-08-26,Checking,Food,Transaction 8844,477.23,Expense
2023-10-25,Checking,Bonus,Transaction 8845,691.35,Income
2023-04-23,Credit Card,Transport,Transaction 8846,504.76,Expense
2021-01-29,Checking,Salary,Transaction 8847,167.12,Income
2023-12-30,Savings,Stock,Transaction 8848,281.22,Income
2021-03-21,Credit Card,Entertainment,Transaction 8849,502.58,Expense
2020-06-28,Credit Card,Bonus,Transaction 8850,74.41,Income
2020-12-18,Credit Card,Salary,Transaction 8851,102.87,Income
2024-01-14,Cash,Stock,Transaction 8852,253.24,Income
2022-09-29,Cash,Misc,Transaction 8853,789.83,Expense
2025-06-03,Cash,Salary,Transaction 8854,590.61,Income
2022-04-25,Cash,Utilities,Transaction 8855,459.03,Expense
2022-09-29,Checking,Bonus,Transaction 8856,809.73,Income
2024-11-24,Checking,Utilities,Transaction 8857,667.72,Expense
2022-11-20,Checking,Sales,Transaction 8858,466.53,Income
2025-03-07,Credit Card,Entertainment,Transaction 8859,443.02,Expense
2022-02-25,Checking,Transport,Transaction 8860,9.75,Expense
2025-04-08,Savings,Bonus,Transaction 8861,772.61,Income
2024-07-09,Cash,Stock,Transaction 8862,672.52,Income
2022-10-25,Credit Card,Sales,Transaction 8863,175.65,Income
2021-01-30,Cash,Transport,Transaction 8864,597.78,Expense
2022-06-06,Cash,Salary,Transaction 8865,59.31,Income
2022-03-08,Credit Card,Stock,Transaction 8866,414.38,Income
2024-10-29,Credit Card,Salary,Transaction 8867,271.83,Income
2021-09-21,Credit Card,Salary,Transaction 8868,800.34,Income
2020-06-03,Checking,Transport,Transaction 8869,506.78,Expense
2023-06-09,Credit Card,Utilities,Transaction 8870,204.29,Expense
2021-11-27,Credit Card,Stock,Transaction 8871,904.20,Income
2024-03-06,Cash,Stock,Transaction 8872,129.86,Income
2024-07-20,Cash,Stock,Transaction 8873,943.89,Income
2025-06-09,Checking,Entertainment,Transaction 8874,942.26,Expense
2022-10-10,Credit Card,Transport,Transaction 8875,381.67,Expense
2022-07-25,Savings,Salary,Transaction 8876,157.36,Income
2023-03-10,Checking,Bonus,Transaction 8877,436.13,Income
2022-01-29,Credit Card,Transport,Transaction 8878,212.95,Expense
2021-12-28,Credit Card,Entertainment,Transaction 8879,713.39,Expense
2020-12-20,Credit Card,Salary,Transaction 8880,915.82,Income
2020-03-28,Savings,Transport,Transaction 8881,942.32,Expense
2024-01-15,Credit Card,Food,Transaction 8882,5.78,Expense
2024-06-04,Credit Card,Misc,Transaction 8883,345.40,Expense
2023-02-15,Cash,Bonus,Transaction 8884,544.19,Income
2022-07-14,Credit Card,Salary,Transaction 8885,757.56,Income
2020-01-15,Cash,Sales,Transaction 8886,774.00,Income
2020-02-19,Credit Card,Stock,Transaction 8887,822.93,Income
2022-01-14,Credit Card,Sales,Transaction 8888,567.90,Income
2024-03-07,Savings,Stock,Transaction 8889,809.61,Income
2023-02-28,Credit Card,Utilities,Transaction 8890,740.76,Expense
2020-10-04,Savings,Salary,Transaction 8891,278.35,Income
2023-02-01,Credit Card,Bonus,Transaction 8892,396.37,Income
2024-12-11,Savings,Stock,Transaction 8893,654.97,Income
2023-08-16,Checking,Stock,Transaction 8894,796.58,Income
2024-07-22,Cash,Food,Transaction 8895,226.20,Expense
2025-03-30,Savings,Entertainment,Transaction 8896,284.80,Expense
2022-05-12,Savings,Salary,Transaction 8897,397.81,Income
2023-12-21,Credit Card,Misc,Transaction 8898,480.03,Expense
2025-05-12,Credit Card,Transport,Transaction 8899,845.85,Expense
2021-01-06,Credit Card,Misc,Transaction 8900,470.95,Expense
2024-01-12,Credit Card,Sales,Transaction 8901,821.59,Income
2020-01-12,Cash,Stock,Transaction 8902,129.72,Income
2025-07-18,Savings,Entertainment,Transaction 8903,810.31,Expense
2021-09-19,Savings,Transport,Transaction 8904,861.28,Expense
2023-07-17,Cash,Entertainment,Transaction 8905,97.63,Expense
2022-01-23,Cash,Transport,Transaction 8906,74.24,Expense
2022-08-14,Cash,Entertainment,Transaction 8907,673.74,Expense
2022-01-24,Checking,Entertainment,Transaction 8908,528.99,Expense
2025-03-30,Checking,Bonus,Transaction 8909,292.21,Income
2021-02-23,Savings,Misc,Transaction 8910,129.45,Expense
2021-01-04,Checking,Food,Transaction 8911,261.73,Expense
2020-04-18,Checking,Bonus,Transaction 8912,162.35,Income
2024-09-15,Checking,Sales,Transaction 8913,317.38,Income
2023-01-14,Credit Card,Salary,Transaction 8914,76.94,Income
2023-01-23,Credit Card,Utilities,Transaction 8915,457.66,Expense
2023-09-07,Checking,Stock,Transaction 8916,78.93,Income
2022-09-25,Cash,Bonus,Transaction 8917,101.45,Income
2022-10-21,Checking,Sales,Transaction 8918,350.53,Income
2024-11-29,Savings,Sales,Transaction 8919,689.56,Income
2025-04-18,Checking,Bonus,Transaction 8920,382.43,Income
2021-03-27,Credit Card,Sales,Transaction 8921,129.64,Income
2021-02-17,Credit Card,Stock,Transaction 8922,225.00,Income
2021-02-13,Credit Card,Stock,Transaction 8923,865.00,Income
2023-04-06,Checking,Salary,Transaction 8924,326.04,Income
2025-07-08,Checking,Utilities,Transaction 8925,5.67,Expense
2023-09-13,Checking,Utilities,Transaction 8926,536.36,Expense
2024-01-09,Savings,Utilities,Transaction 8927,825.17,Expense
2022-07-15,Credit Card,Utilities,Transaction 8928,923.97,Expense
2024-07-20,Checking,Stock,Transaction 8929,899.76,Income
2022-12-11,Credit Card,Food,Transaction 8930,501.98,Expense
2024-07-15,Checking,Sales,Transaction 8931,148.61,Income
2022-05-02,Savings,Misc,Transaction 8932,708.84,Expense
2022-09-10,Savings,Food,Transaction 8933,852.36,Expense
2023-10-04,Savings,Food,Transaction 8934,3.80,Expense
2022-11-08,Cash,Utilities,Transaction 8935,911.79,Expense
2021-11-09,Cash,Misc,Transaction 8936,546.93,Expense
2024-09-02,Cash,Sales,Transaction 8937,993.79,Income
2023-12-22,Credit Card,Transport,Transaction 8938,841.25,Expense
2025-01-18,Cash,Utilities,Transaction 8939,123.92,Expense
2022-12-07,Savings,Sales,Transaction 8940,379.13,Income
2024-12-02,Cash,Entertainment,Transaction 8941,860.59,Expense
2024-03-18,Checking,Food,Transaction 8942,66.02,Expense
2024-08-07,Checking,Salary,Transaction 8943,542.48,Income
2024-06-11,Checking,Sales,Transaction 8944,836.13,Income
2024-02-24,Savings,Salary,Transaction 8945,662.59,Income
2025-04-28,Savings,Entertainment,Transaction 8946,429.74,Expense
2023-11-27,Checking,Misc,Transaction 8947,235.10,Expense
2022-03-24,Credit Card,Transport,Transaction 8948,546.36,Expense
2022-02-09,Checking,Stock,Transaction 8949,445.93,Income
2020-04-23,Credit Card,Sales,Transaction 8950,830.80,Income
2023-07-02,Cash,Stock,Transaction 8951,485.18,Income
2021-06-29,Cash,Bonus,Transaction 8952,350.72,Income
2020-01-07,Cash,Salary,Transaction 8953,249.18,Income
2021-02-15,Credit Card,Transport,Transaction 8954,604.59,Expense
2021-04-18,Cash,Bonus,Transaction 8955,722.06,Income
2025-05-28,Checking,Entertainment,Transaction 8956,699.89,Expense
2021-08-11,Checking,Sales,Transaction 8957,752.69,Income
2024-05-13,Cash,Salary,Transaction 8958,223.41,Income
2025-07-23,Checking,Food,Transaction 8959,703.39,Expense
2023-07-12,Credit Card,Salary,Transaction 8960,91.98,Income
2022-07-02,Checking,Salary,Transaction 8961,725.14,Income
2023-06-02,Savings,Transport,Transaction 8962,838.20,Expense
2024-01-26,Cash,Transport,Transaction 8963,270.19,Expense
2021-12-01,Savings,Entertainment,Transaction 8964,734.53,Expense
2020-06-11,Cash,Salary,Transaction 8965,228.64,Income
2024-11-06,Cash,Sales,Transaction 8966,699.89,Income
2022-05-25,Credit Card,Misc,Transaction 8967,394.95,Expense
2022-12-16,Checking,Sales,Transaction 8968,502.34,Income
2020-03-06,Credit Card,Food,Transaction 8969,76.80,Expense
2022-11-15,Credit Card,Entertainment,Transaction 8970,305.68,Expense
2021-12-11,Savings,Misc,Transaction 8971,939.84,Expense
2022-01-14,Savings,Transport,Transaction 8972,187.35,Expense
2020-02-11,Cash,Misc,Transaction 8973,319.97,Expense
2025-04-18,Credit Card,Salary,Transaction 8974,90.40,Income
2020-04-23,Credit Card,Entertainment,Transaction 8975,869.38,Expense
2024-10-19,Cash,Transport,Transaction 8976,132.77,Expense
